screen_time,app_sessions,night_usage,call_count,sms_count,sleep_hours,app_entropy,stress_label
329.80284918067395,161.98066309758008,43.12054312564047,6,16,8.744401808888743,1.5765054926895312,0
291.7041419297289,147.73901048738307,56.38703323211205,3,14,6.208605150018859,2.12257770789208,0
338.86131228604154,121.78891109760522,40.189501975000965,7,23,8.98089801316626,0.932886166823343,0
391.3817913844815,100.59189666883279,52.30096175902399,4,24,8.171058499969302,2.1058596827485525,1
285.95079751659983,140.9466994084077,12.659633326155358,7,21,6.678686636745289,1.2992769649878715,0
285.9517825830492,131.80456156265248,65.33234268432346,6,22,4.077681313610482,0.8778277128673908,0
394.7527689304435,146.85579660083198,60.03013688405561,2,22,4.998381827598752,2.0179728808869655,1
346.0460837491745,139.0551540504591,39.57278422329523,5,17,6.210187974868428,0.6817978029490956,0
271.8315368439029,151.48658145958007,76.48114171081014,5,28,7.911924378351793,1.5295347481508859,0
332.5536026151579,103.94294365318297,83.43925344066396,7,13,7.915720029457497,0.6277515677237768,0
272.19493843125224,159.52182196902976,19.811003390775646,5,24,6.4402609697117565,1.2128357103155751,0
272.05621478578456,125.92798814077199,40.93188053584464,4,17,6.722470881564909,1.7021535980127853,1
314.51773629396206,182.25782617875797,40.77144125531754,5,16,6.961022380069738,1.6122310829744262,0
185.20318532053213,99.32436545731296,36.50242247227838,11,15,6.737514384459017,1.309310835809333,0
196.50493004921805,172.0789140949575,80.73687104829371,7,18,7.196360516402552,1.3580959879442314,0
266.2627482455416,125.93732350387944,55.15434653067991,6,19,6.963950611902206,0.9535391067015331,0
239.23013277993456,100.45745989156654,53.38712896723473,3,19,4.990927421089637,1.4117651768482058,1
318.85483995571644,105.48342497837035,9.90344088983116,0,21,6.750926120536876,2.4065097114416685,0
245.51855546872736,110.3895807541704,75.88545075523066,10,18,6.972882600346117,2.200905835567581,0
215.2617779198825,132.7249783920575,29.018540128663187,5,29,8.187759215113013,0.7904657381526876,0
387.93892613529323,135.685064641065,61.49831575665821,5,24,6.002432642031659,0.5595615746418419,0
286.4534219708079,102.78899988184263,66.93442344895479,3,16,7.244686421613885,2.367048625433261,1
304.05169228127545,119.26936223217051,94.01646489596627,4,20,7.675407995585925,1.5534994997614953,1
214.5151088271926,184.2681107583559,27.279490022022195,2,17,6.821983385430615,1.5756756462986155,0
267.337036528489,171.82629510302132,0.0,2,22,4.894242537554506,2.0614359914130445,0
306.65535538259195,133.08971009022096,64.59623861884238,7,28,8.212082824712335,1.129377947742653,0
230.94038535466183,121.14010434504601,105.01277953777134,3,16,7.896569478431924,1.4638151376720043,1
322.54188110074034,123.60093980154784,90.97365882348593,1,22,7.274528056029618,2.437325826293475,1
263.9616786048717,138.4055391819125,65.24148538186564,3,24,7.048396481066972,1.8442973738648143,1
282.4983750124034,89.31622304404783,47.70909535919881,7,20,4.862290120538043,0.8074900639915719,0
263.89760326623616,112.27870387729965,80.17806491593277,5,25,7.92958796306809,0.7664534959687066,0
411.13669107053624,69.94247778367232,35.661345007388285,5,23,8.783675251994051,0.9085295166660108,0
